gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
2311411718	StillImage	image/jpeg	https://static.inaturalist.org/photos/48370621/original.jpg?1565972981	https://www.inaturalist.org/photos/48370621					2019-07-31T17:05:35Z	reptileryan		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	reptileryan
2302258937	StillImage	image/jpeg	https://cdn.floridamuseum.ufl.edu/Herp/6c2e2e17-63cd-45a6-b5df-f2975a86013e		Python bivittatus	189612.jpeg						Florida Museum of Natural History Herpetology	http://creativecommons.org/licenses/by-nc/4.0/	Florida Museum of Natural History Herpetology
2283246693	StillImage	image/jpeg	https://static.inaturalist.org/photos/44445966/original.jpg?1562694313	https://www.inaturalist.org/photos/44445966					2019-07-06T02:18:49Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2283246693	StillImage	image/jpeg	https://static.inaturalist.org/photos/44445980/original.jpg?1562694321	https://www.inaturalist.org/photos/44445980					2019-07-06T02:18:49Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2283246171	StillImage	image/jpeg	https://static.inaturalist.org/photos/44449893/original.jpg?1562696531	https://www.inaturalist.org/photos/44449893					2019-07-08T02:36:43Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2283246171	StillImage	image/jpeg	https://static.inaturalist.org/photos/44449875/original.jpg?1562696521	https://www.inaturalist.org/photos/44449875					2019-07-08T02:36:43Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2283246171	StillImage	image/jpeg	https://static.inaturalist.org/photos/44449858/original.jpg?1562696512	https://www.inaturalist.org/photos/44449858					2019-07-08T02:36:43Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2251967174	StillImage	image/jpeg	https://static.inaturalist.org/photos/40411375/original.jpg?1559199243	https://www.inaturalist.org/photos/40411375					2017-12-17T01:28:00Z	Bryan Box		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Bryan Box
2251967174	StillImage	image/jpeg	https://static.inaturalist.org/photos/40411371/original.jpg?1559199233	https://www.inaturalist.org/photos/40411371					2017-12-17T01:26:42Z	Bryan Box		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Bryan Box
2244252450	StillImage	image/jpeg	https://static.inaturalist.org/photos/39251537/original.jpg?1558222385	https://www.inaturalist.org/photos/39251537					2018-11-29T15:20:39Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2244251805	StillImage	image/jpeg	https://static.inaturalist.org/photos/39252055/original.jpg?1558222755	https://www.inaturalist.org/photos/39252055					2018-12-15T15:31:10Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2244249895	StillImage	image/jpeg	https://static.inaturalist.org/photos/39228922/original.jpg?1558208837	https://www.inaturalist.org/photos/39228922					2018-06-20T04:12:43Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
2242949721	StillImage	image/jpeg	https://static.inaturalist.org/photos/38640229/original.jpg?1557628844	https://www.inaturalist.org/photos/38640229					2019-04-16T02:01:33Z	pythonbob		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	pythonbob
1993741826	StillImage	image/jpeg	https://static.inaturalist.org/photos/30982249/original.jpg?1549233057	https://www.inaturalist.org/photos/30982249					2019-02-03T13:55:04Z	lisnel		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	lisnel
1890723882	StillImage	image/jpeg	https://static.inaturalist.org/photos/22853065/original.jpg?1533847160	https://www.inaturalist.org/photos/22853065					2013-05-31T01:23:00Z	Michiko		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michiko
1890723882	StillImage	image/jpeg	https://static.inaturalist.org/photos/22853069/original.jpg?1533847168	https://www.inaturalist.org/photos/22853069					2013-05-31T01:23:00Z	Michiko		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michiko
1890723882	StillImage	image/jpeg	https://static.inaturalist.org/photos/22853064/original.jpg?1533847157	https://www.inaturalist.org/photos/22853064					2013-05-31T01:23:00Z	Michiko		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michiko
1890723882	StillImage	image/jpeg	https://static.inaturalist.org/photos/22853067/original.jpg?1533847164	https://www.inaturalist.org/photos/22853067					2013-05-31T01:23:00Z	Michiko		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Michiko
1890085999	StillImage	image/jpeg	https://static.inaturalist.org/photos/22432291/original.jpeg?1533165330	https://www.inaturalist.org/photos/22432291					2018-08-01T06:40:16Z	Joe MDO		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joe MDO
1890085999	StillImage	image/jpeg	https://static.inaturalist.org/photos/22432289/original.jpeg?1533165314	https://www.inaturalist.org/photos/22432289					2018-08-01T06:40:23Z	Joe MDO		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Joe MDO
